obligation_id,country_iso3,country_name,regime_type,regime_framework,is_enacted,effective_date,applies_to_platform,has_revenue_threshold,reporting_deadline,covered_activities,seller_transaction_threshold,seller_revenue_threshold,single_registration_eligible,penalty_financial_severity,penalty_operational_severity,penalties_description,guidance_maturity,regulatory_attention_level,complexity_score_base,source_url,verbatim_quote,confidence_flag,last_verified_date,notes
EU_DAC7_DEU,DEU,Germany,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_GRC,GRC,Greece,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_HUN,HUN,Hungary,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_IRL,IRL,Ireland,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_ITA,ITA,Italy,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_LVA,LVA,Latvia,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_LTU,LTU,Lithuania,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_LUX,LUX,Luxembourg,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_MLT,MLT,Malta,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_NLD,NLD,Netherlands,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_POL,POL,Poland,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_PRT,PRT,Portugal,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_ROU,ROU,Romania,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_SVK,SVK,Slovakia,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_SVN,SVN,Slovenia,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_ESP,ESP,Spain,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
EU_DAC7_SWE,SWE,Sweden,platform_reporting,eu_dac7,True,2023-01-01,True,False,No later than 31 January of the year following the calendar year in which activities have been performed by EU sellers through the Platform,"Rental of immovable property, personal services, sale of goods and rental of any mode of transport",,,True,,,"Liable for administrative and penal sanctions provided for by Member States' legal frameworks. In case of continued non-compliance after two reminders from the Member State of registration, the registration of the Platform Operator is permanently revoked. Member States may also organise in a coordinated manner the blocking of the Platform Operator, thereby prohibiting any activity from the Platform Operator within the EU.",developing,high,10,https://taxation-customs.ec.europa.eu/taxation/tax-transparency-cooperation/administrative-co-operation-and-mutual-assistance/dac7_en,"Council Directive (EU) 2021/514, known as 'DAC7', entered into force on the 1 January 2023. The first exchange of information for the calendar year 2023 took place at the end of February 2024.",high,2025-07-10,Penalty amounts vary by member state. Framework-level data only.
UK_DPI_GBR,GBR,United Kingdom,platform_reporting,uk_dpi,True,2024-08-01,True,False,,"Supply of goods or services through digital platforms, including food delivery, finding freelance work, letting short-term accommodation, online marketplaces, and rental accommodation websites where the platform holds or can calculate amounts paid to sellers",Fewer than 30 sales of goods in a year (combined with revenue threshold for exemption),"2,000 euros or less (approximately £1,700) for fewer than 30 sales of goods in a year — this exception does not apply to provision of services, rental of transport, or rental of immoveable property",False,,,,developing,high,10,https://www.gov.uk/guidance/reporting-rules-for-digital-platforms,"You do not need to report sellers getting a total of 2,000 euros or less (approximately £1,700) for fewer than 30 sales of goods in a year. This reporting exception does not apply to: the provision of services, rental of transport, rental of immoveable property",medium,2025-07-16,"Source page is a high-level guidance page published 1 August 2024, last updated 22 October 2025. No reporting deadline dates, penalty details, or financial/operational severity information are explicitly stated in the extracted content. Threshold values are expressed in euros despite being UK rules. Penalties and operational consequences cannot be populated from this source alone."
CA_DPI_CAN,CAN,Canada,platform_reporting,ca_dpi,True,2023-06-22,True,False,,The sale of goods for consideration; rental of real or immovable property (both residential and commercial); personal services (time- or task-based work performed by one or more individuals at the request of a user); rental of a means of transport; rideshare and delivery services; and any prescribed service.,,,False,,,,developing,high,10,https://www.canada.ca/en/revenue-agency/programs/about-canada-revenue-agency-cra/compliance/reporting-rules-digital-platforms.html,"The bill containing the rules received Royal Assent on June 22, 2023. The rules are contained in Part XX of the Income Tax Act and are based on the Organisation for Economic Co-operation and Development's Model Reporting Rules for Digital Platforms | OECD.",medium,2025-07-14,"The source page confirms Royal Assent date of June 22, 2023 and that rules are in Part XX of the Income Tax Act. No reporting deadline, thresholds, or penalty details are explicitly stated on this page. The effective_date is set to the Royal Assent date as that is the only date provided; actual applicability date may differ and is not stated in this source. The 'single_registration_eligible' field is set to false as no such mechanism is described. Confidence is medium because several fields cannot be populated from this source alone. Page last updated 2025-08-01 per page metadata."
