obligation_id,country_iso3,country_name,regime_type,regime_framework,is_enacted,effective_date,applies_to_platform,has_revenue_threshold,standard_rate_pct,registration_threshold_usd,local_currency_code,local_currency_amount,deemed_supplier_rules,edp_classification,b2c_scope,import_vat_rules,penalty_financial_severity,penalty_operational_severity,penalties_description,guidance_maturity,regulatory_attention_level,complexity_score_base,source_url,verbatim_quote,confidence_flag,last_verified_date,notes
VAT_GST_DEU,DEU,Germany,vat_gst,vat_gst_marketplace,True,2021-07-01,True,True,19,,EUR,25000,True,True,True,True,medium,medium,"If VAT is paid late, penalty interest is charged at 1% per month of the tax liability. If a VAT return is filed late, a fine of up to 10% of the assessed tax amount may be imposed, up to a maximum of EUR 25,000. Interest is also imposed at 0.5% per month.",mature,high,8,https://www.fonoa.com/resources/country-tax-guides/germany,Germany applies the harmonized European Union's (EU) VAT rules for marketplace & platform operators.,high,2026-03-16,"Deemed supplier rule codified in Section 3, Paragraph 3a of the German VAT Act (UStG), effective as part of the EU VAT Digital Package from July 1, 2021. Applies to B2C deliveries via electronic interfaces where the underlying seller is established in a third country outside the EU. Domestic registration threshold is EUR 25,000 (net, prior year) as of 2025 per the Annual Tax Act 2024; non-resident and non-EU sellers face a nil registration threshold. The intra-EU distance-selling threshold is EUR 10,000. ViDA will extend deemed supplier rules to B2B transactions starting 2027. Platforms facilitating short-term rentals and passenger transport will be brought under the deemed supplier regime from January 1, 2030, with optional early adoption by Member States from July 1, 2028. Registration threshold USD equivalent not provided — EUR amount used instead."
VAT_GST_IND,IND,India,vat_gst,vat_gst_marketplace,True,2017-07-01,True,False,18,,INR,,True,True,True,False,medium,medium,"Late filing penalty: INR 100/day under CGST + INR 100/day under SGST (total INR 200/day), capped at INR 5,000 per return (GSTR-3B and GSTR-1). Late payment of tax: INR 20,000 or 10% of tax due, whichever is higher, plus interest at 18% per annum. Failure to collect/pay TCS attracts interest under Section 52(6) and penalty under Section 122(vi). Platforms may be penalised under Section 122(1B) for allowing unregistered persons to supply goods or services through their platform. Deputy Commissioner may issue notice to ECO to furnish details within 15 working days.",mature,high,8,https://www.fonoa.com/resources/country-tax-guides/india,"Marketplace and platform operators are treated as e-commerce operators (ECO) who, directly or indirectly, own, operate or manage an electronic platform which is engaged in facilitating the supply of any goods and/or services.",high,2026-03-16,"India's GST marketplace framework is codified in the CGST Act, 2017 (effective 1 July 2017). Two parallel mechanisms govern platform tax obligations: (1) Section 52 — ECOs must collect Tax Collected at Source (TCS) at 0.5% (reduced from 1% effective 10 July 2024 for intra-state supplies) on net taxable value of supplies made by third-party sellers where consideration passes through the ECO, reported monthly in GSTR-8; (2) Section 9(5) — for specified notified services (passenger transport, accommodation, housekeeping, restaurant/cloud kitchen), the ECO is deemed the supplier and must pay full GST as if it were the supplier, irrespective of the underlying supplier's registration status — this is a partial deemed-supplier rule limited to enumerated service categories, not a blanket deemed-supplier rule covering all goods/services. GST registration is mandatory for all e-commerce operators and for all sellers supplying through an ECO, irrespective of turnover (Section 24 CGST Act) — meaning registration_threshold_usd and local_currency_amount are null/not applicable for marketplace participants. Standard domestic registration thresholds (INR 4,000,000 for goods / INR 2,000,000 for services in normal states) do NOT apply to marketplace sellers or ECOs. OIDAR services (digital/electronically supplied services) are subject to 18% GST; no registration threshold applies to foreign OIDAR suppliers. The standard GST rate for most services and digital services is 18%; India's multi-slab structure (0%, 5%, 12%, 18%, 28%) means 18% is reported here as the dominant/standard rate for marketplace digital services. The GST 2.0 reform launched 22 September 2025 aims to simplify rate structure; Bajaj Finance/GST Council sources indicate ongoing rationalisation toward 5%/18%/40% slabs, but 18% remains the standard rate for digital/IT services as of March 2026. No specific import VAT/GST rules analogous to EU IOSS exist for imported goods via marketplaces — reverse charge under IGST applies to cross-border B2B; B2C OIDAR rules address digital imports. Equalization Levy (a separate digital services tax, not GST) also applies to certain e-commerce operators — not captured in this GST-focused record."
VAT_GST_IDN,IDN,Indonesia,vat_gst,vat_gst_marketplace,True,2020-07-01,True,True,11,,IDR,600000000,False,True,True,True,,,,developing,high,7,https://www.globalvatcompliance.com/globalvatnews/indonesia-introduction-of-digital-vat-and-practical-implications/,"If a foreign merchant sells its products through an Indonesian operator of an online marketplace which is appointed as VAT collector, the Indonesian operator of the online marketplace is responsible for the collection of the VAT.",medium,2026-03-16,"Indonesia does not operate a classic 'deemed supplier' model; instead, online marketplace operators are appointed as VAT collectors by the Directorate General of Taxes (DGT) on a designation basis. The standard VAT rate is nominally 12% but the effective rate for most goods/services is 11% due to the DPP Nilai Lain mechanism (11/12 of 12%). The registration threshold of IDR 600 million per 12-month period (or IDR 50 million per month) is drawn from PER-12/PJ/2025 for digital/PMSE VAT; a separate threshold for the broader marketplace withholding regime (PMK 37/2025, effective 2025-07-14) has not yet been established by DGT regulation. The 'deemed_supplier_rules' field is set to false because Indonesia uses a collector-appointment model rather than a full deemed-supplier liability transfer. The law notes that platforms must also record all vendor transactions and report them to Indonesia's Directorate General of Taxes. Digital VAT applies to both B2B and B2C transactions. Original 10% VAT rate cited in 2020 sources has since been updated to 12% (effective rate 11%)."
VAT_GST_IRL,IRL,Ireland,vat_gst,vat_gst_marketplace,True,2021-07-01,True,True,23,,EUR,85000,True,True,True,True,medium,medium,"Fixed penalty of €4,000 for failing to submit a VAT return on time. Late payment interest charges range from 0.0274% to 0.0411% per day depending on the delay. Late VAT registration, errors, and late payments can all trigger penalties and interest.",mature,high,7,https://www.numeral.com/blog/ireland-vat-rates-and-compliance; https://www.taxually.com/manuals/ireland; https://www.revenue.ie/en/vat/vat-registration/who-should-register-for-vat/vat-thresholds.aspx; https://www.vatcalc.com/eu/eu-marketplace-deemed-supplier-for-eu-sellers-vat-2025/,"Digital platforms such as Amazon and eBay may be considered deemed suppliers under Irish VAT law, which applies when a non-EU seller uses a platform to sell goods already located in Ireland, or when the value of goods sold to Irish customers is under €150.",high,2026-03-16,"Ireland implements the EU VAT Directive marketplace deemed supplier rules (Article 28 and the July 2021 EU e-commerce VAT reform) as an EU member state. Deemed supplier status applies: (1) when a non-EU seller uses a platform to sell goods already located in Ireland, or (2) for imported goods valued under €150 sold to Irish customers. The domestic goods registration threshold is €85,000 (goods) / €42,500 (services) as of 1 January 2025; the EU cross-border distance selling threshold is €10,000. The registration_threshold_usd is left null because the authoritative thresholds are denominated in EUR and a USD conversion would require inference. The local_currency_amount of 85,000 reflects the goods threshold (higher of the two domestic thresholds). The ViDA package may expand deemed supplier obligations further from 2028/2030. IOSS and OSS schemes are available for import VAT simplification. Standard VAT rate is 23%. Non-EU businesses must register from their first taxable supply with no threshold grace period."
VAT_GST_ITA,ITA,Italy,vat_gst,vat_gst_marketplace,True,2021-07-01,True,False,22,,EUR,,True,True,True,True,medium,low,"Late VAT return penalty: minimum EUR 250 even if no taxes are due, maximum EUR 2,000. A 90-day grace period applies for late filing without penalty. VAT returns submitted by non-electronic means are treated as non-compliant and subject to a EUR 250–2,000 fine.",mature,high,7,https://www.fonoa.com/resources/country-tax-guides/italy,"When electronically supplied services are sold through an intermediary, e.g. a marketplace for applications, the intermediary is deemed to have received and supplied the services themselves. Therefore, the VAT liability shifts to the intermediary from the underlying supplier.",high,2026-03-16,"Italy applies the harmonised EU VAT e-commerce rules effective 1 July 2021 (EU Directive 2017/2455 and 2019/1995). Italy also retains a national platform liability regime alongside the EU harmonised deemed supplier rules (confirmed by IBFD: Austria, France, Germany and Italy have national liability regimes likely to remain in place post-July 2021). No VAT registration threshold for non-resident, non-EU ESS suppliers. The EUR 150 import consignment threshold for IOSS/deemed supplier on imports is an EU-wide rule applicable in Italy. Standard VAT rate is 22% (source: Fonoa Italy VAT guide). Penalty figures are drawn from the Fonoa Italy country guide. The registration_threshold_usd and local_currency_amount fields are null because Italy has no general marketplace-specific revenue threshold for platform VAT liability — the deemed supplier rules apply transaction-by-transaction based on seller status and goods type, not an aggregate threshold."
VAT_GST_JPN,JPN,Japan,vat_gst,vat_gst_marketplace,True,2025-04-01,True,True,10,32500000,JPY,5000000000,True,True,True,False,,,,developing,high,7,https://www.vatcalc.com/japan/japan-consumption-tax-on-digital-services-update/,designated digital platforms must collect and remit consumption tax on electronically supplied services fulfilled through their platforms,high,2026-03-16,"Deemed supplier (platform taxation) rules enacted as part of Japan's 2024 Tax Reform Package, effective 1 April 2025. Applies only to non-resident digital platform operators facilitating cross-border B2C sales of electronically supplied services to Japanese consumers. Threshold is JPY 5 billion (~USD 32.5 million) in facilitated services. Standard individual/non-resident registration threshold remains JPY 10 million (~USD 65,000). Standard rate is 10% (comprising 7.8% national + 2.2% local). Designated platforms announced by NTA include Apple Store, Apple Books, Apple Podcast, AWS Marketplace, Google Play, and Nintendo eShop. Platform taxation does not apply to domestic-to-domestic transactions or non-digital goods/services such as accommodation bookings. Penalty details not explicitly stated in sources reviewed. Qualified Invoice system in effect since October 2023; non-resident providers relieved from issuing qualified invoices once platform is designated."
VAT_GST_KEN,KEN,Kenya,vat_gst,vat_gst_marketplace,True,2021-01-01,True,False,16,,KES,,True,True,True,True,medium,high,Failure to register triggers late registration penalties; KRA may commence enforcement measures including intervention of other government authorities and appointment of tax agents for collection and remittance. Access to the digital marketplace in Kenya may be restricted for non-compliant suppliers.,developing,high,7,https://www.kra.go.ke/helping-tax-payers/faqs/vat-on-digital-marketplace-supply,digital platforms exercising significant control over transactions are deemed principal sellers for valued added tax (VAT) purposes,high,2026-03-16,"VAT on digital marketplace supplies effective 1 January 2021 per VAT (Digital Marketplace Supply) Regulations 2020; updated by VAT (Electronic, Internet and Digital Marketplace Supply) Regulations 2023. Standard rate is 16% with no minimum registration threshold for non-resident digital marketplace suppliers (the KES 5 million threshold explicitly does not apply per Finance Act 2022 / 2023 Regulations). Deemed supplier rules confirmed by Kenya High Court on 23 October 2025 (Commissioner of Domestic Taxes v. Sendy Limited, Income Tax Appeal E137 of 2024): platforms exercising control over price-setting, dispatch, invoicing, and payment collection are deemed principal suppliers liable for VAT on full customer payment. B2C scope from April 2021; B2B scope extended from 1 July 2022. DST (1.5%) originally co-existed alongside VAT; Tax Laws (Amendment) Act 2024 (effective 27 December 2024) replaced DST with a Significant Economic Presence (SEP) tax. Import VAT on goods is handled at the point of entry, not under DMS rules. Intermediaries based in Kenya making digital marketplace supplies on behalf of foreign suppliers are required to charge and account for VAT."
VAT_GST_MYS,MYS,Malaysia,vat_gst,vat_gst_marketplace,True,2020-01-01,True,True,8,,MYR,500000,True,True,True,True,high,medium,"Non-submission of returns: fines up to MYR 50,000, imprisonment up to 3 years, or both. Late payment penalties range from 10% to 40% depending on days of delay (10% for first 30 days, additional 15% for next 30 days, another 15% for the following 30 days). SST avoidance first offence: minimum fine of 10x and maximum 20x the sales tax amount, imprisonment up to 5 years, or both.",developing,high,6,https://www.vatcalc.com/malaysia/malaysia-sales-tax-on-foreign-digital-services/,electronic platforms may be liable for the VAT obligations instead of their third-party providers on their marketplaces,medium,2026-03-16,"Malaysia operates SST (Sales and Service Tax), not a standard VAT/GST. The service tax on digital services (STODS) was extended in 2020 to cover foreign digital service providers. The rate increased from 6% to 8% effective 1 March 2024 for most taxable services including digital services. Platform/marketplace operators (electronic platforms) are expressly liable for STODS obligations instead of their underlying third-party sellers, and face the same MYR 500,000 registration threshold. The deemed supplier rule is confirmed for platforms. B2B transactions are also in scope per Avalara. The SST framework expanded again on 1 July 2025. Precise USD equivalent of MYR 500,000 threshold not stated in sources and is omitted. The effective_date reflects the 2020 extension to digital/e-services; the 2024 rate change effective date is 2024-03-01. No explicit formal 'deemed supplier' label found in sources — liability shift to platform is confirmed but terminology differs from EU-style deemed supplier. confidence_flag set to medium due to partial marketplace-specific sourcing."
VAT_GST_MEX,MEX,Mexico,vat_gst,vat_gst_marketplace,True,2020-06-01,True,True,16,,MXN,300000,False,True,True,True,high,high,"If tax is not paid on time, the amount is adjusted for inflation to the date of actual payment, plus surcharges of 1.47% per month and a penalty between 55% and 70% of the adjusted amount. Non-compliant entities also risk platform blockage by SAT.",mature,high,8,https://www.avalara.com/us/en/vatlive/country-guides/north-america/mexico/mexican-vat-on-e-services.html,"There is a simplified intermediary reporting regime for those with incomes below MXN 300,000.",high,2026-03-16,"Mexico uses a withholding model rather than a full deemed supplier model: platforms withhold 50% of VAT when the supplier is a Mexican resident individual with a valid RFC, and 100% when no RFC is provided or the supplier is non-resident. This is distinct from a pure deemed supplier rule (where the platform is treated as if it made the supply outright). The MXN 300,000 threshold applies only to third-party resident suppliers using the platform — it is a simplified reporting threshold for those suppliers, not a registration threshold for the platform operator itself; there is no registration threshold for platform operators or foreign digital service providers. Import VAT applies at 16% on goods imported into Mexico, with a de minimis of USD 50 CIF for non-USMCA shipments; as of August 2025, goods below USD 2,500 are subject to a 33.5% import duty for countries without a free trade agreement. The regime covers both B2B and B2C transactions. As of January 1, 2026, expanded platform withholding rules apply to business (legal entity) sellers as well. EDP (Electronic Distribution Platform) classification is used in Mexican law to describe intermediary platform operators subject to withholding obligations."
VAT_GST_NLD,NLD,Netherlands,vat_gst,vat_gst_marketplace,True,2021-07-01,True,True,21,,EUR,10000,True,True,True,True,medium,medium,"Late VAT payment within 7-day leniency period: official notice only. If paid within leniency period but was late or underpaid in prior period: 3–10% of VAT due, minimum EUR 50, maximum EUR 5,514.",mature,high,8,https://www.fonoa.com/resources/country-tax-guides/netherlands,"When electronically supplied services are sold through an intermediary, e.g. a marketplace for applications, the intermediary is deemed to have received and supplied the services themselves. Therefore, the VAT liability shifts to the intermediary from the underlying supplier.",high,2026-03-16,"Netherlands implements the EU VAT e-commerce package (effective 1 July 2021) directly. Deemed supplier (platform fiction) applies to: (1) imported goods ≤ EUR 150 shipped to EU consumers; (2) EU-located goods sold by non-EU sellers to EU consumers (any value). The EUR 10,000 threshold is the pan-EU OSS distance-selling threshold (not a marketplace-specific registration threshold). No Netherlands-specific registration threshold exists for non-resident or non-established sellers — even a single taxable transaction triggers registration. Netherlands may adopt ViDA Pillar 2 (ride/accommodation deemed supplier rules) ahead of the EU-wide 2028–2030 schedule. Penalty figures sourced from Fonoa Netherlands VAT guide. Standard rate 21% (BTW). Local small-business exemption threshold: EUR 25,000 turnover (domestic businesses only)."
VAT_GST_NZL,NZL,New Zealand,vat_gst,vat_gst_marketplace,True,2024-04-01,True,True,15,34663,NZD,60000,True,True,True,True,medium,medium,"Late filing penalty: NZD 50–500 per late return depending on accounting basis (invoice/hybrid basis NZD 250; payments basis NZD 50). Late payment penalty: 1% on day after due date, additional 4% after seven days, plus 1% per month on unpaid balance. Shortfall penalties for incorrect GST return positions range from 20% to 150% of the GST discrepancy. IRD may impose back-taxes, penalties, and interest retroactively from when the registration threshold was first passed. Voluntary disclosure before audit notification reduces or removes shortfall penalty exposure.",mature,high,7,https://www.ird.govt.nz/sharing-economy/online-marketplaces/gst-on-listed-services,"Online marketplaces (resident or non-resident for tax purposes) who facilitate the sale of listed services, must collect and pay GST of 15% when the service is performed, provided, or received in New Zealand.",high,2026-03-16,"Enacted via Taxation (Annual Rates for 2022–23, Platform Economy, and Remedial Matters) Act 2023, receiving Royal Assent on 31 March 2023; operative from 1 April 2024. Marketplace operators are treated as deemed suppliers ('full liability regime') for listed services: ridesharing, ride-hailing, food and beverage delivery, and short-stay accommodation. Applies to both resident and non-resident marketplace operators. NZD 60,000 registration threshold applies (same as domestic threshold). A flat-rate credit scheme (8.5%) passes a portion of collected GST to non-GST-registered underlying suppliers; the marketplace retains 6.5% to remit to Inland Revenue. Opt-out available to underlying suppliers making >NZD 500,000 in taxable supplies in 12 months, or accommodation hosts meeting a 2,000-night threshold. OECD DAC7-equivalent platform reporting framework operative from 1 January 2024 (first reports due 7 February 2025). Import GST applies to low-value imported goods (≤NZD 1,000) via marketplace collection rules operative since 1 December 2019. USD equivalent of NZD 60,000 threshold calculated using 2024 average exchange rate of 1 NZD = 0.6050 USD (source: exchange-rates.org 2024 annual average); USD figure is indicative only and fluctuates with exchange rates — the statutory threshold is NZD 60,000. Amendments proposed for listing-intermediary scenarios had not yet been enacted as of the EY April 2024 alert."
VAT_GST_NGA,NGA,Nigeria,vat_gst,vat_gst_marketplace,True,2026-01-01,True,True,7.5,25000,NGN,25000000,True,True,True,True,medium,medium,"FIRS/NRS will invoke mutual administrative assistance instruments to enforce, collect and recover VAT from non-resident suppliers that fail to account for or remit VAT due. Failure to register incurs penalties. The NRS may appoint collection agents including digital platforms and payment processors.",developing,high,7,https://www.vatcalc.com/nigeria/nigeria-vat-on-goods-digital-services-jan-2021-for-non-residents/,"Intermediary platforms will be viewed as deemed sellers responsible for registering, invoicing, collecting and remitting VAT on sales completed through their platforms.",high,2026-03-16,"Nigeria Tax Act 2025 (NTA 2025) delayed full non-resident obligations to 1 January 2026. Digital services rules under simplified compliance regime were effective from 1 January 2022; goods from 1 January 2024. The USD 25,000 threshold applies to non-resident providers' annual turnover from Nigeria. The NGN 25,000,000 threshold applies to domestic resident registration. Marketplace/platform deemed supplier rules exist but are framed as a discretionary designation: the NRS 'may appoint' platforms as collection agents rather than an automatic deemed-supplier mandate. B2B reverse charge also applies so that non-resident suppliers do not charge VAT to Nigerian business customers. A Simplified Compliance Regime portal is being rolled out for non-resident registration and reporting."
VAT_GST_NOR,NOR,Norway,vat_gst,vat_gst_marketplace,True,2020-04-01,True,True,25,,NOK,50000,True,True,True,True,medium,high,"Norwegian Tax Administration may retrospectively assess unpaid VAT for up to several years, plus penalty tax of up to 20% of unpaid VAT and statutory interest from original due date. Customs authorities may block or delay shipments. Non-compliant platforms face increased scrutiny, removal from payment or logistics networks, and contractual disputes.",mature,high,7,https://www.vatcalc.com/norway/norway-ends-import-vat-exemption-sales-vat-due-on-imported-b2c-sales-below-nok-3000-voec/,Facilitating marketplaces or electronic 'intermediaries' will also take on responsibilities for charging sales VAT on certain seller transactions.,high,2026-03-16,"VOEC scheme originally enacted 1 April 2020; material amendments (abolition of NOK 350 de minimis, mandatory digital VOEC transmission) effective 1 January 2024. Deemed supplier rules are mandatory — underlying supplier and intermediary cannot contractually reassign VAT liability. VOEC applies to low-value goods (per-item value below NOK 3,000) and remotely deliverable services. Registration threshold is NOK 50,000 turnover in Norway within a 12-month period; no direct USD equivalent stated in sources. Standard VAT rate is 25%. Foodstuffs, alcohol, tobacco, and excise goods are excluded from VOEC and subject to border collection. Norway is noted as the first European country to implement such a system, predating the EU's July 2021 e-commerce VAT package."
VAT_GST_POL,POL,Poland,vat_gst,vat_gst_marketplace,True,2021-07-01,True,True,23,,PLN,,True,True,True,True,high,medium,"A penalty of 30% is charged for understatement of tax liability where the amount of tax shown in the return is lower than the amount payable, or for overstatement of input tax.",mature,high,7,https://lawyersinpoland.com/advice/vat-for-cross-border-e-commerce-into-poland-navigating-oss-ioss-platform-deeming-and-returns/,"Under the EU e-commerce package implemented in Poland, certain online marketplaces and platforms are now 'deemed' to be the supplier for VAT purposes.",high,2026-03-16,"Poland transposed the EU VAT e-commerce package (Council Directive 2017/2455/EU) effective 1 July 2021. Deemed supplier rules apply in two scenarios: (1) facilitation of goods imported from outside the EU in consignments not exceeding EUR 150; (2) facilitation of intra-EU goods supplied by non-EU established sellers, regardless of value. The EUR 10,000 EU-wide threshold applies to combined B2C distance sales and TBE services above which VAT is due in the customer's Member State. IOSS covers imported consignments ≤ EUR 150; consignments > EUR 150 fall under normal import and domestic VAT rules. ViDA extensions (accommodation/transport platform deemed supplier) are optional from July 2028 and mandatory from January 2030. Standard VAT rate of 23% applies. No Poland-specific domestic registration threshold for non-resident ESS suppliers. The 30% understatement penalty figure is sourced from fonoa.com. OSS returns filed in PLN."
VAT_GST_SAU,SAU,Saudi Arabia,vat_gst,vat_gst_marketplace,True,2026-01-01,True,True,15,,SAR,375000,True,True,True,True,high,high,Non-compliance may result in unexpected tax liabilities for either party. Misclassification of transactions could lead to disputes or litigation. Increased risk of penalties for non-compliance. Platforms are directly liable for unreported/unremitted VAT as deemed suppliers.,developing,high,8,https://www.vatcalc.com/saudi-arabia/saudi-arabia-marketplace-deemed-supplier-2026/,"After 1 January 2026, Article 47 of the Implementing Regulations will include new obligations for electronic marketplaces and other parties involved in the supply of electronic services.",high,2026-03-16,"Deemed supplier rules under revised Article 47 of the VAT Implementing Regulations were introduced via ZATCA Board Resolution No. (01-06-24), published 18 April 2025. The marketplace deemed supplier provisions became effective 1 January 2026. The domestic VAT registration threshold of SAR 375,000 applies to resident suppliers; non-resident suppliers and non-resident digital service providers have no threshold. The standard VAT rate is 15%. Exemptions from deemed supplier status exist where: (a) the non-resident supplier is clearly identified as principal in all documentation, and (b) the marketplace does not set terms, pricing, collect payment, handle complaints, or offer promotions. Similar rules apply where a resident but non-VAT-registered supplier is intermediated. Food delivery and short-term accommodation platforms are specifically highlighted as commonly captured sectors. Certain provisions from the April 2025 amendments take effect immediately, others within 180 days, and some from 1 June 2026."
VAT_GST_SGP,SGP,Singapore,vat_gst,vat_gst_marketplace,True,2020-01-01,True,True,9,73000,SGD,100000,True,True,True,True,high,medium,"Late payments incur a 5% penalty, followed by 2% per month until paid, up to a maximum of 50% of tax due. Failure to register when required may lead to retrospective assessments and fines of up to 200% of tax owed. Deliberate evasion or fraudulent reporting may result in fines of up to S$10,000 (US$7,300), imprisonment for up to 7 years, and penalties equal to 3 times the tax evaded. Late filing of GST return results in SGD 200 penalty with a further SGD 200 for every month not filed, up to a maximum of SGD 10,000.",mature,high,7,https://www.iras.gov.sg/taxes/goods-services-tax-(gst)/gst-and-digital-economy/overseas-businesses,"overseas businesses with an annual global turnover exceeding S$1 million and that make B2C supplies of remote services and/or low-value goods to customers in Singapore exceeding S$100,000 annually, will be required to register for GST in Singapore",high,2026-03-16,"OVR regime launched 1 Jan 2020 for digital services; expanded 1 Jan 2023 to all remote services (digital and non-digital) and low-value goods (LVG) valued at SGD 400 or less imported by air or post. GST rate increased from 8% to 9% on 1 Jan 2024. Two-part registration threshold: (1) global turnover >SGD 1,000,000 AND (2) B2C supplies to Singapore >SGD 100,000. The registration_threshold_usd of 73000 reflects the SGD 100,000 Singapore-supply leg per ASEAN Briefing/China Briefing (US$73,000); the global turnover leg is SGD 1,000,000 (~USD 730,000). Effective_date reflects original OVR enactment; marketplace/LVG extension effective 2023-01-01. Deemed supplier rules apply to electronic marketplace operators for both remote services and LVG. EDP (electronic distribution platform) classification applies as IRAS designates qualifying electronic marketplaces as deemed suppliers. B2C scope only under OVR; B2B handled via reverse charge. Import VAT rules apply to LVG ≤SGD 400. Penalties sourced from aseanbriefing.com / china-briefing.com and taxually.com; IRAS official penalty schedule should be verified directly for enforcement actions."
VAT_GST_ZAF,ZAF,South Africa,vat_gst,vat_gst_marketplace,True,2019-04-01,True,True,15,,ZAR,1000000,True,True,True,True,,,,mature,high,7,https://www.vatcalc.com/south-africa/south-africa-vat-on-digital-services-by-non-residents/,Foreign intermediary electronic marketplaces will be considered responsible for the VAT of the non-resident. This marketplace liability was introduced in April 2019.,high,2026-03-16,"Marketplace deemed supplier rules introduced April 2019 under section 54(2B) of the VAT Act. Amended effective 1 April 2025: intermediaries may now act on behalf of principals irrespective of the principal's VAT registration status, provided both parties agree in writing (RSM / EY sources). Principal and intermediary are jointly and severally liable for VAT on deemed supplies. Registration threshold is ZAR 1,000,000 in any consecutive 12-month period. Standard VAT rate was 15% at time of marketplace rule enactment; scheduled increases to 15.5% on 1 May 2025 and 16% on 1 April 2026 per globalvatcompliance.com. B2C low-value import VAT (removing de minimis exemption below ZAR 500) came into effect 1 September 2024. B2B exclusion from 'electronic services' definition effective 1 April 2025 means foreign suppliers serving only SA VAT-registered vendors need not register. USD equivalent of ZAR 1,000,000 registration threshold not explicitly stated in sources; left as null."
VAT_GST_KOR,KOR,South Korea,vat_gst,vat_gst_marketplace,True,2015-07-01,True,False,10,,KRW,,True,False,True,True,medium,medium,"1% of supply price for non-compliance with simplified VAT registration (effective 1 January 2024); late payment penalty of 3% of unpaid tax; late filing accrues 0.02% interest per day; foreign intermediaries failing to submit quarterly transaction statements face penalties of up to KRW 20 million (~USD 14,300) effective 1 July 2025; blocked marketplace sales and customs holds for unregistered non-residents.",mature,high,7,https://taxsummaries.pwc.com/republic-of-korea/corporate/other-taxes,where the non-resident without having a domestic place of business provides the E-Services in South Korea through any of the following third parties ... the third party shall be deemed to provide the relevant E-Services in South Korea,high,2026-03-16,"Deemed supplier rule codified in Article 53(2) of the VAT Act and Article 96(2) of its Enforcement Decree; applies to operators of open markets / online platforms facilitating e-services transactions. Effective date of 1 July 2015 covers both non-resident supplier registration and platform deemed-supplier obligations. From 1 July 2025, foreign digital intermediaries (marketplace operators, payment gateways, etc.) must additionally submit quarterly transaction statements to the Korean National Tax Service under amended Article 75 of the VAT Law; penalty for non-submission up to KRW 20 million. No VAT registration threshold exists for non-resident B2C digital service providers — registration is required from the first sale. B2B supplies handled via reverse charge. Import VAT on goods collected by customs authorities. Small domestic businesses with annual taxable sales up to KRW 48 million may qualify for a VAT exemption (domestic scheme, not applicable to non-residents)."
VAT_GST_ESP,ESP,Spain,vat_gst,vat_gst_marketplace,True,2021-07-01,True,True,21,,EUR,10000,True,True,True,True,high,medium,"Late payment penalty is 50% of the amount due, reducible by 30% if taxpayer agrees to tax authority adjustment or 25% if paid without protest. Late filing penalty is 1% plus an additional 1% for each full month the return is overdue.",mature,high,7,https://www.fonoa.com/resources/country-tax-guides/spain,Spain applies the harmonized European Union's (EU) VAT rules for marketplace & platform operators. A marketplace is deemed to have received and supplied the goods themselves.,high,2026-03-16,"Spain implements the EU e-commerce VAT package effective 1 July 2021 (Council Directive 2017/2455 and 2019/1995). Deemed supplier rules apply under Article 14a of the EU VAT Directive. No domestic VAT registration threshold exists; the relevant cross-border B2C threshold is the EU-wide EUR 10,000 (all member states combined). The EUR 10,000 threshold applies to EU-established sellers only; non-EU established suppliers of electronically supplied services have no registration threshold. IOSS applies to imports of low-value goods (under EUR 150). The Canary Islands, Ceuta, and Melilla fall outside the Spanish VAT zone. USD equivalent of the EUR 10,000 threshold is not stated in source and is therefore null. ViDA reforms will extend deemed supplier rules further from 2028–2030."
VAT_GST_SWE,SWE,Sweden,vat_gst,vat_gst_marketplace,True,2021-07-01,True,True,25,,SEK,120000,True,True,True,True,medium,low,"Late filing penalty of SEK 625, or SEK 1,250 if filed late after official notice. Late payment attracts a base interest of 3.75% plus an additional 18.75% interest for late payment.",mature,high,7,https://www.fonoa.com/resources/country-tax-guides/sweden,Sweden applies the harmonized European Union's (EU) VAT rules for marketplace & platform operators.,high,2026-03-16,"Sweden implements EU VAT marketplace deemed supplier rules effective 1 July 2021 (EU e-commerce package). Platform/electronic interface is deemed to have bought and sold goods for VAT purposes in qualifying transactions (non-EU seller to EU consumer; imports ≤ €150). Domestic VAT registration threshold raised to SEK 120,000 from 1 January 2025 (per PwC/Fonoa/Avalara). No registration threshold for non-resident businesses. EU-wide distance sales threshold of €10,000 (approx. SEK 99,680) applies. Non-EU businesses must appoint a fiscal representative. OSS/IOSS schemes available. Proposed 2027 reforms (ViDA alignment) may expand deemed supplier scope to intra-EU supplies. USD equivalent of SEK 120,000 registration threshold not explicitly stated in sources and therefore left null."
